,code_site,code_station,grandeur_hydro,date_debut_serie,date_fin_serie,statut_serie,code_systeme_alti_serie,date_obs,resultat_obs,code_methode_obs,libelle_methode_obs,code_qualification_obs,libelle_qualification_obs,continuite_obs_hydro,longitude,latitude
3242,L8343010,L834301001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:25:00Z,810.0,0,Mesure,16,Non qualifiée,True,-0.356461584,46.997660056
3243,L8343010,L834301001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:25:00Z,10100.0,12,Interpolation,16,Non qualifiée,True,-0.356461584,46.997660056
3244,L8402110,L840211001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:25:00Z,215.0,0,Mesure,16,Non qualifiée,True,-0.154410668,47.135904691
3245,L8402110,L840211002,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:25:00Z,1104.0,0,Mesure,16,Non qualifiée,True,-0.142074829,47.144899181
3246,L8402110,L840211002,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:25:00Z,32800.0,12,Interpolation,16,Non qualifiée,True,-0.142074829,47.144899181
3247,L8523010,L852301001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:25:00Z,1839.0,0,Mesure,16,Non qualifiée,True,-0.089621633,47.097294782
3248,L8523010,L852301001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:25:00Z,6680.0,12,Interpolation,16,Non qualifiée,True,-0.089621633,47.097294782
3249,L8602110,L860211002,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:25:00Z,2278.0,0,Mesure,16,Non qualifiée,True,-0.080336082,47.215744977
3250,L8602110,L860211002,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:25:00Z,55400.0,12,Interpolation,12,Douteuse,True,-0.080336082,47.215744977
3251,L8000010,L800001020,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,1950.0,0,Mesure,16,Non qualifiée,True,-0.075428626,47.262418207
3252,L8000010,L800001020,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,1300000.0,12,Interpolation,16,Non qualifiée,True,-0.075428626,47.262418207
3253,L8000010,L800001030,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,2096.0,0,Mesure,16,Non qualifiée,True,0.062725437,47.21563207
3254,L8122120,L812212001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,471.0,0,Mesure,16,Non qualifiée,True,-0.166850805,46.786083352
3255,L8122120,L812212004,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,1034.0,0,Mesure,16,Non qualifiée,True,-0.172030814,46.763977532
3256,L8122120,L812212004,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,11100.0,12,Interpolation,16,Non qualifiée,True,-0.172030814,46.763977532
3257,L8134020,L813402001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,877.0,0,Mesure,16,Non qualifiée,True,-0.19111622,46.77429523
3258,L8134020,L813402001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,3480.0,12,Interpolation,16,Non qualifiée,True,-0.19111622,46.77429523
3259,L8142110,L814211001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,623.0,0,Mesure,16,Non qualifiée,True,-0.139912183,46.883600346
3260,L8142110,L814211001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,13800.0,12,Interpolation,16,Non qualifiée,True,-0.139912183,46.883600346
3261,L8213010,L821301001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,836.0,0,Mesure,16,Non qualifiée,True,-0.186961428,46.92308205
3262,L8213010,L821301001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,4320.0,12,Interpolation,16,Non qualifiée,True,-0.186961428,46.92308205
3263,L8222110,L822211001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,1451.0,0,Mesure,16,Non qualifiée,True,-0.191248779,46.952492153
3264,L8222110,L822211001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,18700.0,12,Interpolation,16,Non qualifiée,True,-0.191248779,46.952492153
3265,L8343010,L834301001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,813.0,0,Mesure,16,Non qualifiée,True,-0.356461584,46.997660056
3266,L8343010,L834301001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,10200.0,12,Interpolation,16,Non qualifiée,True,-0.356461584,46.997660056
3267,L8402110,L840211001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,215.0,0,Mesure,16,Non qualifiée,True,-0.154410668,47.135904691
3268,L8402110,L840211002,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,1105.0,0,Mesure,16,Non qualifiée,True,-0.142074829,47.144899181
3269,L8402110,L840211002,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,32800.0,12,Interpolation,16,Non qualifiée,True,-0.142074829,47.144899181
3270,L8523010,L852301001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,1840.0,0,Mesure,16,Non qualifiée,True,-0.089621633,47.097294782
3271,L8523010,L852301001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,6690.0,12,Interpolation,16,Non qualifiée,True,-0.089621633,47.097294782
3272,L8602110,L860211002,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,2279.0,0,Mesure,16,Non qualifiée,True,-0.080336082,47.215744977
3273,L8602110,L860211002,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,55400.0,12,Interpolation,12,Douteuse,True,-0.080336082,47.215744977
3274,L8700010,L870001020,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,2519.0,0,Mesure,16,Non qualifiée,True,-0.230904781,47.345018049
3275,M5014210,M501421020,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,835.0,0,Mesure,16,Non qualifiée,True,-0.509225007,47.375686585
3276,M5014210,M501421020,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,857.0,12,Interpolation,16,Non qualifiée,True,-0.509225007,47.375686585
3277,M5102010,M510201010,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,902.0,0,Mesure,16,Non qualifiée,True,-0.374479334,47.19299553
3278,M5102010,M510201010,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,2280.0,12,Interpolation,16,Non qualifiée,True,-0.374479334,47.19299553
3279,M5124310,M512431010,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,462.0,0,Mesure,16,Non qualifiée,True,-0.481930752,47.223633643
3280,M5214010,M521401020,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,647.0,0,Mesure,16,Non qualifiée,True,-0.621667188,47.302060918
3281,M5214010,M521401020,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,1760.0,12,Interpolation,12,Douteuse,True,-0.621667188,47.302060918
3282,M5222010,M522201010,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,996.0,0,Mesure,16,Non qualifiée,True,-0.632160202,47.316359144
3283,M5222010,M522201010,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,6950.0,12,Interpolation,12,Douteuse,True,-0.632160202,47.316359144
3284,M7005610,M700561010,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,344.0,0,Mesure,16,Non qualifiée,True,-0.555234501,46.701244389
3285,M7005610,M700561010,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,1590.0,12,Interpolation,16,Non qualifiée,True,-0.555234501,46.701244389
3286,M7022410,M702241010,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,1460.0,0,Mesure,16,Non qualifiée,True,-0.700056248,46.810942065
3287,M7022410,M702241010,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,10400.0,12,Interpolation,16,Non qualifiée,True,-0.700056248,46.810942065
3288,M7032430,M703243010,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,784.0,0,Mesure,16,Non qualifiée,True,-0.888052612,46.959047727
3289,M7044010,M704401010,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,438.0,0,Mesure,16,Non qualifiée,True,-0.799835502,46.964018371
3290,M7044010,M704401010,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:20:00Z,1670.0,12,Interpolation,16,Non qualifiée,True,-0.799835502,46.964018371
3291,L8122120,L812212001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,469.0,0,Mesure,16,Non qualifiée,True,-0.166850805,46.786083352
3292,L8122120,L812212004,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,1032.0,0,Mesure,16,Non qualifiée,True,-0.172030814,46.763977532
3293,L8122120,L812212004,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,11000.0,12,Interpolation,16,Non qualifiée,True,-0.172030814,46.763977532
3294,L8134020,L813402001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,878.0,0,Mesure,16,Non qualifiée,True,-0.19111622,46.77429523
3295,L8134020,L813402001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,3500.0,12,Interpolation,16,Non qualifiée,True,-0.19111622,46.77429523
3296,L8142110,L814211001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,625.0,0,Mesure,16,Non qualifiée,True,-0.139912183,46.883600346
3297,L8142110,L814211001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,13900.0,12,Interpolation,16,Non qualifiée,True,-0.139912183,46.883600346
3298,L8213010,L821301001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,835.0,0,Mesure,16,Non qualifiée,True,-0.186961428,46.92308205
3299,L8213010,L821301001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,4310.0,12,Interpolation,16,Non qualifiée,True,-0.186961428,46.92308205
3300,L8222110,L822211001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,1452.0,0,Mesure,16,Non qualifiée,True,-0.191248779,46.952492153
3301,L8222110,L822211001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,18700.0,12,Interpolation,16,Non qualifiée,True,-0.191248779,46.952492153
3302,L8343010,L834301001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,806.0,0,Mesure,16,Non qualifiée,True,-0.356461584,46.997660056
3303,L8343010,L834301001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,10000.0,12,Interpolation,16,Non qualifiée,True,-0.356461584,46.997660056
3304,L8402110,L840211001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,216.0,0,Mesure,16,Non qualifiée,True,-0.154410668,47.135904691
3305,L8402110,L840211002,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,1110.0,0,Mesure,16,Non qualifiée,True,-0.142074829,47.144899181
3306,L8402110,L840211002,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,32900.0,12,Interpolation,16,Non qualifiée,True,-0.142074829,47.144899181
3307,L8523010,L852301001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,1840.0,0,Mesure,16,Non qualifiée,True,-0.089621633,47.097294782
3308,L8523010,L852301001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,6690.0,12,Interpolation,16,Non qualifiée,True,-0.089621633,47.097294782
3309,L8602110,L860211002,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,2280.0,0,Mesure,16,Non qualifiée,True,-0.080336082,47.215744977
3310,L8602110,L860211002,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:15:00Z,55500.0,12,Interpolation,12,Douteuse,True,-0.080336082,47.215744977
3311,L8000010,L800001020,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,1946.0,0,Mesure,16,Non qualifiée,True,-0.075428626,47.262418207
3312,L8000010,L800001020,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,1300000.0,12,Interpolation,16,Non qualifiée,True,-0.075428626,47.262418207
3313,L8000010,L800001030,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,2096.0,0,Mesure,16,Non qualifiée,True,0.062725437,47.21563207
3314,L8122120,L812212001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,466.0,0,Mesure,16,Non qualifiée,True,-0.166850805,46.786083352
3315,L8122120,L812212004,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,1029.0,0,Mesure,16,Non qualifiée,True,-0.172030814,46.763977532
3316,L8122120,L812212004,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,11000.0,12,Interpolation,16,Non qualifiée,True,-0.172030814,46.763977532
3317,L8134020,L813402001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,878.0,0,Mesure,16,Non qualifiée,True,-0.19111622,46.77429523
3318,L8134020,L813402001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,3500.0,12,Interpolation,16,Non qualifiée,True,-0.19111622,46.77429523
3319,L8142110,L814211001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,627.0,0,Mesure,16,Non qualifiée,True,-0.139912183,46.883600346
3320,L8142110,L814211001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,13900.0,12,Interpolation,16,Non qualifiée,True,-0.139912183,46.883600346
3321,L8213010,L821301001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,833.0,0,Mesure,16,Non qualifiée,True,-0.186961428,46.92308205
3322,L8213010,L821301001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,4280.0,12,Interpolation,16,Non qualifiée,True,-0.186961428,46.92308205
3323,L8222110,L822211001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,1452.0,0,Mesure,16,Non qualifiée,True,-0.191248779,46.952492153
3324,L8222110,L822211001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,18700.0,12,Interpolation,16,Non qualifiée,True,-0.191248779,46.952492153
3325,L8343010,L834301001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,798.0,0,Mesure,16,Non qualifiée,True,-0.356461584,46.997660056
3326,L8343010,L834301001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,9830.0,12,Interpolation,16,Non qualifiée,True,-0.356461584,46.997660056
3327,L8402110,L840211001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,216.0,0,Mesure,16,Non qualifiée,True,-0.154410668,47.135904691
3328,L8402110,L840211002,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,1114.0,0,Mesure,16,Non qualifiée,True,-0.142074829,47.144899181
3329,L8402110,L840211002,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,32900.0,12,Interpolation,16,Non qualifiée,True,-0.142074829,47.144899181
3330,L8523010,L852301001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,1840.0,0,Mesure,16,Non qualifiée,True,-0.089621633,47.097294782
3331,L8523010,L852301001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,6690.0,12,Interpolation,16,Non qualifiée,True,-0.089621633,47.097294782
3332,L8602110,L860211002,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,2281.0,0,Mesure,16,Non qualifiée,True,-0.080336082,47.215744977
3333,L8602110,L860211002,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,55600.0,12,Interpolation,12,Douteuse,True,-0.080336082,47.215744977
3334,L8700010,L870001020,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,2521.0,0,Mesure,16,Non qualifiée,True,-0.230904781,47.345018049
3335,M5014210,M501421020,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,835.0,0,Mesure,16,Non qualifiée,True,-0.509225007,47.375686585
3336,M5014210,M501421020,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,857.0,12,Interpolation,16,Non qualifiée,True,-0.509225007,47.375686585
3337,M5102010,M510201010,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,898.0,0,Mesure,16,Non qualifiée,True,-0.374479334,47.19299553
3338,M5102010,M510201010,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,2250.0,12,Interpolation,16,Non qualifiée,True,-0.374479334,47.19299553
3339,M5124310,M512431010,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,462.0,0,Mesure,16,Non qualifiée,True,-0.481930752,47.223633643
3340,M5214010,M521401020,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,647.0,0,Mesure,16,Non qualifiée,True,-0.621667188,47.302060918
3341,M5214010,M521401020,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,1760.0,12,Interpolation,12,Douteuse,True,-0.621667188,47.302060918
3342,M5222010,M522201010,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,998.0,0,Mesure,16,Non qualifiée,True,-0.632160202,47.316359144
3343,M5222010,M522201010,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,6980.0,12,Interpolation,12,Douteuse,True,-0.632160202,47.316359144
3344,M7005610,M700561010,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,344.0,0,Mesure,16,Non qualifiée,True,-0.555234501,46.701244389
3345,M7005610,M700561010,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,1590.0,12,Interpolation,16,Non qualifiée,True,-0.555234501,46.701244389
3346,M7022410,M702241010,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,1460.0,0,Mesure,16,Non qualifiée,True,-0.700056248,46.810942065
3347,M7022410,M702241010,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,10400.0,12,Interpolation,16,Non qualifiée,True,-0.700056248,46.810942065
3348,M7032430,M703243010,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,786.0,0,Mesure,16,Non qualifiée,True,-0.888052612,46.959047727
3349,M7044010,M704401010,H,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,436.0,0,Mesure,16,Non qualifiée,True,-0.799835502,46.964018371
3350,M7044010,M704401010,Q,2023-11-19T00:10:00Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:10:00Z,1660.0,12,Interpolation,16,Non qualifiée,True,-0.799835502,46.964018371
3351,L8122120,L812212001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,466.0,0,Mesure,16,Non qualifiée,True,-0.166850805,46.786083352
3352,L8122120,L812212004,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,1028.0,0,Mesure,16,Non qualifiée,True,-0.172030814,46.763977532
3353,L8122120,L812212004,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,10900.0,12,Interpolation,16,Non qualifiée,True,-0.172030814,46.763977532
3354,L8134020,L813402001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,876.0,0,Mesure,16,Non qualifiée,True,-0.19111622,46.77429523
3355,L8134020,L813402001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,3460.0,12,Interpolation,16,Non qualifiée,True,-0.19111622,46.77429523
3356,L8142110,L814211001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,626.0,0,Mesure,16,Non qualifiée,True,-0.139912183,46.883600346
3357,L8142110,L814211001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,13900.0,12,Interpolation,16,Non qualifiée,True,-0.139912183,46.883600346
3358,L8213010,L821301001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,834.0,0,Mesure,16,Non qualifiée,True,-0.186961428,46.92308205
3359,L8213010,L821301001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,4290.0,12,Interpolation,16,Non qualifiée,True,-0.186961428,46.92308205
3360,L8222110,L822211001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,1452.0,0,Mesure,16,Non qualifiée,True,-0.191248779,46.952492153
3361,L8222110,L822211001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,18700.0,12,Interpolation,16,Non qualifiée,True,-0.191248779,46.952492153
3362,L8343010,L834301001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,804.0,0,Mesure,16,Non qualifiée,True,-0.356461584,46.997660056
3363,L8343010,L834301001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,9980.0,12,Interpolation,16,Non qualifiée,True,-0.356461584,46.997660056
3364,L8402110,L840211001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,217.0,0,Mesure,16,Non qualifiée,True,-0.154410668,47.135904691
3365,L8402110,L840211002,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,1112.0,0,Mesure,16,Non qualifiée,True,-0.142074829,47.144899181
3366,L8402110,L840211002,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,32900.0,12,Interpolation,16,Non qualifiée,True,-0.142074829,47.144899181
3367,L8523010,L852301001,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,1840.0,0,Mesure,16,Non qualifiée,True,-0.089621633,47.097294782
3368,L8523010,L852301001,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,6690.0,12,Interpolation,16,Non qualifiée,True,-0.089621633,47.097294782
3369,L8602110,L860211002,H,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,2282.0,0,Mesure,16,Non qualifiée,True,-0.080336082,47.215744977
3370,L8602110,L860211002,Q,2023-11-19T00:00:01Z,2023-11-19T04:00:00Z,4,31,2023-11-19T03:05:00Z,55600.0,12,Interpolation,12,Douteuse,True,-0.080336082,47.215744977
3371,L8000010,L800001020,H,2023-11-19T00:10:00Z,2023-11-19T03:00:00Z,4,31,2023-11-19T03:00:00Z,1948.0,0,Mesure,16,Non qualifiée,True,-0.075428626,47.262418207
3372,L8000010,L800001020,Q,2023-11-19T00:10:00Z,2023-11-19T03:00:00Z,4,31,2023-11-19T03:00:00Z,1300000.0,12,Interpolation,16,Non qualifiée,True,-0.075428626,47.262418207
3373,L8000010,L800001030,H,2023-11-19T00:10:00Z,2023-11-19T03:00:00Z,4,31,2023-11-19T03:00:00Z,2097.0,0,Mesure,16,Non qualifiée,True,0.062725437,47.21563207
3374,L8122120,L812212001,H,2023-11-19T00:00:01Z,2023-11-19T03:00:00Z,4,31,2023-11-19T03:00:00Z,465.0,0,Mesure,16,Non qualifiée,True,-0.166850805,46.786083352
3375,L8122120,L812212004,H,2023-11-19T00:00:01Z,2023-11-19T03:00:00Z,4,31,2023-11-19T03:00:00Z,1027.0,0,Mesure,16,Non qualifiée,True,-0.172030814,46.763977532
3376,L8122120,L812212004,Q,2023-11-19T00:00:01Z,2023-11-19T03:00:00Z,4,31,2023-11-19T03:00:00Z,10900.0,12,Interpolation,16,Non qualifiée,True,-0.172030814,46.763977532
3377,L8134020,L813402001,H,2023-11-19T00:00:01Z,2023-11-19T03:00:00Z,4,31,2023-11-19T03:00:00Z,874.0,0,Mesure,16,Non qualifiée,True,-0.19111622,46.77429523
